datetaime,price,market_caps,total_volumes
2024-08-21 08:11:53,6.642,16774467231.80316,307076862.89137566
2024-08-21 09:14:25,6.659,16817513008.378664,307926321.27939665
2024-08-21 10:04:46,6.65,16794245132.241655,308852644.2488411
2024-08-21 11:01:06,6.73,17008170152.10975,318024958.45037585
2024-08-21 12:13:07,6.756,17070966822.4753,326099169.7093756
2024-08-21 13:11:37,6.713,16960145498.039011,321941012.73255837
2024-08-21 14:13:07,6.739,17052285581.291882,312696159.8811384
2024-08-21 15:24:24,6.708,16958653171.399368,301823868.445864
2024-08-21 16:15:27,6.683,16866082624.698904,293025846.43431056
2024-08-21 17:09:05,6.701,16948639438.136883,282243159.63818705
2024-08-21 18:20:26,6.682,16868095216.068245,297551715.26897293
2024-08-21 19:20:30,6.724,16997031005.662935,302410866.3146026
2024-08-21 20:18:05,6.585,16643656360.215776,320478863.89269155
2024-08-21 21:03:27,6.517,16479722215.34538,120845625.49421252
2024-08-21 22:11:12,6.54,16518099584.19314,375318149.09174174
2024-08-21 23:08:54,6.502,16424904445.142113,381895011.9179442
2024-08-22 00:13:26,6.485,16426578975.708998,383299094.22628987
2024-08-22 01:14:03,6.511,16432502511.520433,388164825.92552155
2024-08-22 02:05:27,6.546,16534417523.868193,391143919.79023385
2024-08-22 03:15:58,6.549,16544306330.156609,398464878.7629894
2024-08-22 04:10:36,6.583,16640839300.753107,413201180.05309343
2024-08-22 05:24:23,6.558,16553269801.425438,419003958.3068634
2024-08-22 06:04:50,6.552,16547742181.84466,424425585.28159386
2024-08-22 07:11:06,6.498,16400771304.396961,450880262.1100519
2024-08-22 08:19:43,6.497,16402126384.684727,448124927.3435726
2024-08-22 09:00:14,6.527,16479242083.651625,450215667.6415381
2024-08-22 10:16:03,6.511,16418692157.056429,439868580.2914904
2024-08-22 11:07:04,6.539,16540173316.310614,444206604.9845556
2024-08-22 12:21:35,6.519,16456516176.606947,442314852.7905195
2024-08-22 13:09:15,6.542,16521941810.707182,442603892.540317
2024-08-22 14:00:59,6.545,16497575706.197002,436981565.26062155
2024-08-22 15:08:33,6.528,16454770033.800695,425277849.0998214
2024-08-22 16:10:18,6.531,16495016375.571182,428737778.9737732
2024-08-22 17:13:40,6.559,16572439424.797375,423833103.4233447
2024-08-22 18:19:14,6.577,16594236021.920006,424800762.95096314
2024-08-22 19:01:33,6.564,16596792722.111597,430427958.9136871
2024-08-22 20:16:39,6.527,16483928102.98065,393231763.5214032
2024-08-22 21:17:17,6.511,16448961865.603586,370003488.2392314
2024-08-22 22:17:06,6.516,16458358538.132221,354724713.5309944
2024-08-22 23:19:40,6.502,16408567736.074759,344504035.65965104
2024-08-23 00:15:07,6.509,16416965555.932686,336925676.4098708
2024-08-23 01:17:20,6.54,16525160176.69464,332778063.6253929
2024-08-23 02:12:26,6.538,16512902758.493074,329416823.0863497
2024-08-23 03:00:34,6.523,16476655233.118164,318545064.28455627
2024-08-23 04:00:39,6.528,16487953557.368221,300792034.6726406
2024-08-23 05:04:40,6.548,16538805304.213566,297537161.1699067
2024-08-23 06:18:30,6.557,16562808831.719454,294588587.97975945
2024-08-23 07:05:36,6.611,16687608633.840204,275823495.67408925
2024-08-23 08:13:22,6.589,16625880617.975603,268906261.77058387
2024-08-23 09:20:38,6.614,16700412404.358038,275652662.50482744
2024-08-23 10:00:23,6.585,16643436256.73679,280633826.0101218
2024-08-23 11:02:55,6.579,16630414780.982983,267020462.21624205
2024-08-23 12:20:23,6.558,16567561263.464993,264869515.0167251
2024-08-23 13:25:53,6.59,16640499317.079063,260816928.13995668
2024-08-23 14:16:19,6.63,16723990517.921831,263464008.09201625
2024-08-23 15:18:29,6.562,16568940654.862642,276904603.52485037
2024-08-23 16:13:01,6.591,16627763832.324127,278059373.17254627
2024-08-23 17:17:55,6.62,16718925900.739285,274111559.70143366
2024-08-23 18:22:33,6.699,16833673633.136457,305347310.5530096
2024-08-23 19:13:36,6.717,16927590074.949953,306975469.75994194
2024-08-23 20:08:03,6.73,17002843398.609983,316717094.1675602
2024-08-23 21:22:56,6.852,17356956002.546448,325213497.9515538
2024-08-23 22:01:58,6.792,17169481288.048826,337103768.0867153
2024-08-23 23:17:42,6.738,17030612639.994146,356246271.8922687
2024-08-24 00:18:29,6.683,16889483152.409147,357268405.0624337
2024-08-24 01:14:09,6.719,16978988364.97261,366055838.5049161
2024-08-24 02:09:32,6.733,16990617822.831045,372329701.77589375
2024-08-24 03:10:55,6.749,17056170012.296215,370634378.53728205
2024-08-24 04:17:33,6.74,17033876633.800531,372245371.1523674
2024-08-24 05:07:16,6.695,16908199533.142206,369716700.38787013
2024-08-24 06:12:43,6.687,16899009529.460388,356433558.9317343
2024-08-24 07:13:25,6.71,16945608564.73416,360363862.31953776
2024-08-24 08:05:36,6.717,16969949819.987818,359069458.5466542
2024-08-24 09:18:30,6.732,17017176627.683815,350421941.85334593
2024-08-24 10:20:57,6.78,17129430382.124247,339215116.60319734
2024-08-24 11:04:30,6.752,17077528088.475046,344528508.1245531
2024-08-24 12:23:13,6.732,17013590641.617468,356419090.68258643
2024-08-24 13:13:00,6.779,17106842578.210285,357377703.7471086
2024-08-24 14:20:42,6.762,17110103558.223099,356289208.964797
2024-08-24 15:10:28,6.813,17218162530.300243,344284940.68527883
2024-08-24 16:04:39,6.845,17270035409.824154,349762167.7459309
2024-08-24 17:18:35,6.835,17272067329.86342,356318762.170792
2024-08-24 18:03:08,6.807,17190510306.139374,349003202.84030133
2024-08-24 19:16:48,6.805,17184184574.537212,330969629.45384187
2024-08-24 20:01:29,6.799,17180439573.36543,316676616.6299438
2024-08-24 21:01:11,6.309,16176510248.502642,434667667.1113226
2024-08-24 22:25:39,5.714,14305158930.317034,1170599380.1114
2024-08-24 23:22:03,5.679,14405149853.11004,1478244047.2658489
2024-08-25 00:03:52,5.926,14978513203.743736,1656366224.7502098
2024-08-25 01:10:19,5.731,14467888836.886822,1840970922.176693
2024-08-25 02:15:39,5.774,14534965214.058167,2016415852.8002002
2024-08-25 03:11:53,5.828,14660003863.942287,2127815079.782995
2024-08-25 04:14:48,5.773,14601880431.112003,2183130685.328341
2024-08-25 05:01:30,5.782,14596746270.169731,2226563302.4533973
2024-08-25 06:16:01,5.633,14362422740.268883,2299807204.7125826
2024-08-25 07:10:38,5.606,14159926145.382467,2364649049.2254295
2024-08-25 08:06:45,5.308,13414693817.11068,2449265451.804653
2024-08-25 09:08:45,5.481,13850768024.920986,2619014732.123246
2024-08-25 10:08:09,5.644,14289117722.06245,2762039230.7612605
2024-08-25 11:10:29,5.6,14121091250.038986,2756485941.2845235
2024-08-25 12:23:28,5.716,14446168991.084187,2969242183.33358
2024-08-25 13:24:24,5.634,14271395305.711893,3040259098.3934155
2024-08-25 14:05:55,5.649,14297554646.922564,3058928617.416778
2024-08-25 15:21:54,5.796,14691042992.963028,3198346114.920825
2024-08-25 16:03:14,5.866,14831764788.119457,3325112228.560416
2024-08-25 17:15:39,5.822,14734519708.437366,3433277661.785746
2024-08-25 18:04:44,5.806,14711744696.898205,3475900707.751898
2024-08-25 19:26:21,5.886,14914381496.03997,3566902884.7930017
2024-08-25 20:02:59,5.881,14907107852.042217,3590673116.563969
2024-08-25 21:22:28,5.902,14912563260.221193,3175791793.918803
2024-08-25 22:20:52,5.918,15013736667.15258,2724219752.653696
2024-08-25 23:15:58,5.859,14842152946.86076,2432679545.093826
2024-08-26 00:21:48,5.768,14555737019.90085,2196395894.865227
2024-08-26 01:17:58,5.771,14595219686.642473,2100775758.2377687
2024-08-26 02:17:11,5.671,14365019565.203114,1996975459.9302666
2024-08-26 03:15:32,5.713,14481520269.974731,1953555356.8335793
2024-08-26 04:05:36,5.749,14580597393.856436,1934502496.3191068
2024-08-26 05:12:01,5.782,14676551553.647942,1863199342.0298173
2024-08-26 06:25:29,5.669,14364333086.998709,1781643577.5362782
2024-08-26 07:25:37,5.632,14274486089.172508,1748269045.8944237
2024-08-26 08:25:44,5.654,14326616550.130545,1612578400.3872368
2024-08-26 09:00:18,5.621,14254926554.652191,1555316666.8551207
2024-08-26 10:14:02,5.684,14393763445.673325,1483243598.0580537
2024-08-26 11:16:38,5.643,14299617452.103085,1462628008.5315402
2024-08-26 12:11:45,5.542,14209678875.498175,1387410619.1689575
2024-08-26 13:23:18,5.574,14129681423.170116,1375239354.9917216
2024-08-26 14:22:49,5.551,14068505516.540499,1306611028.4841406
2024-08-26 15:04:49,5.597,14187919135.6276,1354021340.433865
2024-08-26 16:14:40,5.622,14212437214.586275,1245123945.1954048
2024-08-26 17:18:49,5.529,14024255839.639994,1145602249.5968761
2024-08-26 18:25:47,5.307,13516294617.361767,1165583158.3403869
2024-08-26 19:16:31,5.399,13730790595.819727,1179117948.2817056
2024-08-26 20:25:36,5.326,13500524060.876312,1198023347.6752677
2024-08-26 21:04:04,5.325,13497087934.310635,1210457608.1021404
2024-08-26 22:23:01,5.114,12971951898.351503,1276990904.7964985
2024-08-26 23:23:37,5.126,12965943011.446613,1289769744.7240298
2024-08-27 00:11:29,5.19,13087784872.93665,1285079305.8178172
2024-08-27 01:01:32,5.273,13350836477.064161,1310073446.8342175
2024-08-27 02:19:50,5.295,13419936903.862091,1269546002.1159165
2024-08-27 03:00:47,5.244,13264610372.834213,1282424963.1968563
2024-08-27 04:08:27,5.349,13541558192.45293,1265788166.2321265
2024-08-27 05:19:43,5.38,13641645894.279144,1265852917.3738632
2024-08-27 06:16:18,5.386,13729240410.286758,1272928495.6071422
2024-08-27 07:07:30,5.355,13566218247.225552,1268681944.990179
2024-08-27 08:09:41,5.405,13654774648.03971,1238250413.448612
2024-08-27 09:15:36,5.453,13806640817.357635,1240503581.043737
2024-08-27 10:22:52,5.49,13933620788.348824,1250327665.5708873
2024-08-27 11:02:06,5.432,13770812123.722765,1279261529.7869446
2024-08-27 12:10:36,5.426,13861724704.891758,1206716531.031161
2024-08-27 13:15:49,5.468,13881853982.86408,1176771349.587287
2024-08-27 14:11:08,5.431,13847740679.102903,1156040441.1260915
2024-08-27 15:31:29,5.475,13880264503.556446,1142117122.8703427
2024-08-27 16:11:47,5.428,13768047813.591349,1113501262.7997386
2024-08-27 17:20:30,5.398,13698052480.446068,1081400757.461296
2024-08-27 18:23:12,5.464,13841185323.168444,1015908235.3629041
2024-08-27 19:24:01,5.585,14233176913.376116,1051388168.7648352
2024-08-27 20:12:42,5.528,14044948739.224539,1000800721.1646048
2024-08-27 21:10:17,5.491,13891070090.720911,942577752.3707843
2024-08-27 22:20:32,5.199,13177771835.302814,871340034.0592725
2024-08-27 23:18:43,5.348,13597476560.6447,907354384.7036337
2024-08-28 00:23:51,5.375,13625795879.836433,897069776.2641807
2024-08-28 01:22:07,5.32,13518165636.696644,898104928.9984183
2024-08-28 02:08:06,5.244,13299360025.05715,907837673.6346536
2024-08-28 03:18:03,5.314,13420053767.116652,940733356.0422881
2024-08-28 04:16:30,5.327,13524509511.495176,936357197.7956446
2024-08-28 05:14:58,5.282,13367130659.850592,927625186.523891
2024-08-28 06:09:15,5.342,13528928084.937176,920861929.0569397
2024-08-28 07:20:35,5.335,13534028644.593218,882293065.7017715
2024-08-28 08:21:44,5.329,13489492061.241693,887717592.5529155
2024-08-28 09:23:29,5.417,13678796357.628138,896075723.2675573
2024-08-28 10:26:13,5.534,14052027508.681837,941719267.1136547
2024-08-28 11:08:19,5.505,13943198245.578554,930086580.7773136
2024-08-28 12:25:59,5.425,13776545201.983152,964270669.600606
2024-08-28 13:12:17,5.436,13789279149.17508,990709964.2084751
2024-08-28 14:24:30,5.746,14718928601.752426,1293054296.5177317
2024-08-28 15:06:12,5.643,14243380724.027466,1588641728.4134643
2024-08-28 16:16:36,5.556,14080351734.092688,1803793991.1825867
2024-08-28 17:20:54,5.483,13890934300.05546,1901557304.2494311
2024-08-28 18:26:43,5.579,14096555432.855305,1927510051.2083025
2024-08-28 19:26:12,5.517,14016811710.095123,1915773817.5200796
2024-08-28 20:07:16,5.45,13830436931.429203,2128125070.023594
2024-08-28 21:11:51,5.436,13743772577.11506,2159242045.816927
2024-08-28 22:23:55,5.437,13791062795.828772,2116248236.4048226
2024-08-28 23:19:10,5.516,13994785151.67891,2106666270.234918
2024-08-29 00:22:07,5.582,14106500440.756874,2094632540.1559238
2024-08-29 01:20:05,5.606,14256408793.90501,2088356736.8484354
2024-08-29 02:21:10,5.58,14151728336.228813,2013133199.3645313
2024-08-29 03:05:09,5.597,14203175328.518463,2016610325.850196
2024-08-29 04:27:56,5.575,14132104628.717743,2046379182.1600323
2024-08-29 05:11:58,5.55,14066768357.144203,2039521243.7804496
2024-08-29 06:13:55,5.547,14053208660.784304,1980281596.0045853
2024-08-29 07:27:38,5.573,14140784799.154846,1986561479.3854973
2024-08-29 08:16:21,5.594,14175428957.756414,1983124053.9453359
2024-08-29 09:28:10,5.601,14184502122.455935,2009993135.953175
2024-08-29 10:04:10,5.583,14153400080.219482,1716899105.297774
2024-08-29 11:26:32,5.603,14191313713.212233,1902840878.9888532
2024-08-29 12:09:33,5.589,14156489926.058619,1877814388.0424206
2024-08-29 13:20:47,5.573,14124923392.862099,1827317235.8246872
2024-08-29 14:31:50,5.549,14078088352.698597,1347936645.0570652
2024-08-29 15:26:00,5.547,14058891289.574745,1028575107.8859982
2024-08-29 16:36:25,5.49,13930897207.452389,940522321.0453069
2024-08-29 17:48:23,5.507,13957275364.453817,879923733.7363375
2024-08-29 18:19:42,5.459,13839268138.52725,857708988.4734395
2024-08-29 19:45:47,5.454,13826095483.343914,750154185.302503
2024-08-29 20:33:24,5.415,13727527888.461372,580118772.4538225
2024-08-29 22:08:10,5.385,13643792400.018959,468321707.5213395
2024-08-29 22:39:28,5.41,13698871833.69687,467525102.25601447
2024-08-30 00:07:53,5.444,13806701674.379478,454022460.10685414
2024-08-30 00:46:28,5.478,13907273264.586597,485775458.0924809
2024-08-30 02:15:52,5.492,13919925343.680485,421760225.9992182
2024-08-30 03:09:55,5.474,13876456009.238531,447148365.703678
2024-08-30 04:20:51,5.454,13819551274.474186,414362552.9700806
2024-08-30 05:21:53,5.418,13717910937.228256,441886910.83065987
2024-08-30 06:17:44,5.47,13809076245.317173,442308287.8630459
2024-08-30 07:12:16,5.458,13850890364.832525,429008642.7698552
2024-08-30 08:12:31,5.427,13769405363.428904,414029760.36125296
2024-08-30 09:22:21,5.426,13758267433.935581,402478565.7583172
2024-08-30 10:19:06,5.422,13746260617.174242,398173219.3680379
2024-08-30 11:32:03,5.395,13682282801.537945,396426834.10603064
2024-08-30 12:26:09,5.401,13738115496.499899,389860000.92593354
2024-08-30 13:18:42,5.425,13730193307.948431,381910840.1387879
2024-08-30 14:04:54,5.447,13813008265.209389,378932020.7752409
2024-08-30 15:04:44,5.381,13696481728.45069,374325275.27483135
2024-08-30 16:09:37,5.309,13415428434.381119,386265214.4508153
2024-08-30 17:38:51,5.305,13451471609.791134,363466231.296432
2024-08-30 18:08:34,5.305,13413818835.617367,358748925.99834836
2024-08-30 19:09:21,5.303,13453237365.103788,347803294.923093
2024-08-30 20:31:26,5.317,13476219452.073727,343987117.52657706
2024-08-30 21:46:51,5.353,13563300236.552397,371368705.350313
2024-08-30 22:27:43,5.355,13577731833.679085,352911939.7181103
2024-08-30 23:24:41,5.372,13616700506.907013,335444357.77009344
2024-08-31 00:14:12,5.378,13614035781.281359,348925801.3189673
2024-08-31 01:22:39,5.369,13607738997.889633,343774453.624681
2024-08-31 02:03:58,5.361,13588379356.883947,340876154.19874907
2024-08-31 03:21:21,5.363,13590020273.629816,333353819.21870285
2024-08-31 04:26:09,5.383,13649248905.505606,328205085.92162424
2024-08-31 05:00:38,5.388,13651579090.939455,344330259.3270961
2024-08-31 06:21:39,5.357,13556826163.922764,315464307.47233754
2024-08-31 07:11:51,5.359,13573734381.317167,310049202.2367026
2024-08-31 07:49:17,5.359,13588485118.380327,310741705.6224253
2024-08-31 09:11:27,5.333,13511024392.845467,297628475.7579971
2024-08-31 10:10:46,5.321,13482583396.482279,289888143.4562577
2024-08-31 10:46:43,5.329,13503681412.757421,298734343.19411826
2024-08-31 12:00:42,5.325,13504797546.088354,301360937.9840609
2024-08-31 12:44:22,5.297,13418604288.114601,298366509.9725435
2024-08-31 13:44:14,5.301,13453850855.705097,295661153.9150466
2024-08-31 14:26:05,5.293,13404498777.095016,284456679.57227093
2024-08-31 15:43:46,5.37,13567738723.734285,276980915.29358333
2024-08-31 16:31:51,5.399,13653327480.296928,272677895.8061621
2024-08-31 17:27:41,5.379,13635543572.55896,273186444.8622229
2024-08-31 18:12:02,5.407,13703666600.870005,279990385.9591603
2024-08-31 19:04:45,5.388,13656248432.258204,274531770.6568703
2024-08-31 20:28:56,5.399,13686633281.308601,263903464.84986547
2024-08-31 21:24:57,5.4,13697314461.50001,252526849.88350534
2024-08-31 22:12:40,5.421,13745226246.866278,244389065.9488031
2024-08-31 23:16:08,5.417,13731349871.086061,249790724.80530632
2024-09-01 00:13:06,5.419,13755613022.284477,255041823.10559443
2024-09-01 01:12:31,5.441,13792147961.529385,254225093.989484
2024-09-01 02:18:52,5.357,13575254005.315346,260671355.66498494
2024-09-01 03:07:13,5.381,13631963020.289654,259775296.85153303
2024-09-01 04:25:28,5.387,13665487045.34967,265084464.63500974
2024-09-01 05:24:15,5.424,13753697376.956264,270197142.32622015
2024-09-01 06:13:51,5.399,13653145750.000067,278811519.5776032
2024-09-01 07:01:09,5.379,13617563574.241772,268962908.7619489
2024-09-01 08:19:39,5.373,13629492602.775486,282081031.41834307
2024-09-01 09:24:43,5.372,13618815122.868023,281151174.83412796
2024-09-01 10:05:59,5.353,13565267797.747257,280308724.56212765
2024-09-01 11:24:20,5.334,13525533813.314497,282230053.76448077
2024-09-01 12:15:53,5.356,13573130989.7347,283211892.6898088
2024-09-01 13:14:44,5.341,13553652290.146774,281720770.3617823
2024-09-01 14:16:12,5.239,13272068676.569517,297412992.72240865
2024-09-01 15:33:21,5.245,13311950885.695736,295153147.6150806
2024-09-01 16:12:12,5.28,13398619008.845072,284000268.02768636
2024-09-01 17:32:23,5.267,13355037061.323547,267958501.04410744
2024-09-01 18:12:09,5.301,13431699146.21274,261851409.65826812
2024-09-01 19:29:23,5.322,13505863417.648893,261524920.21460962
2024-09-01 20:28:32,5.333,13519532387.314348,263883723.3578868
2024-09-01 21:34:19,5.287,13418679973.389072,269138036.76643014
2024-09-01 22:31:49,5.22,13181322848.806858,265640118.7718785
2024-09-01 23:06:59,5.171,13100059010.105846,275788613.2504193
2024-09-02 00:29:37,5.194,13142544909.503796,287191295.0501127
2024-09-02 01:21:58,5.188,13145945035.460186,285553484.8107615
2024-09-02 02:25:41,5.212,13212042518.447702,278981223.1424895
2024-09-02 03:26:44,5.181,13133302332.032171,280732670.0981223
2024-09-02 04:12:45,5.188,13155791051.999178,279017138.05383766
2024-09-02 05:21:47,5.141,13030273449.24988,274303146.65549725
2024-09-02 06:23:53,5.173,13127914687.577383,274063375.0420051
2024-09-02 07:21:35,5.171,13122450503.52426,271152430.34422517
2024-09-02 08:09:21,5.156,13069849366.457624,271711028.11930597
2024-09-02 09:19:35,5.193,13192499923.644997,282897456.46882707
2024-09-02 10:23:24,5.234,13264853775.41343,288939843.310365
2024-09-02 11:21:01,5.218,13191901038.053585,292666219.1440363
2024-09-02 12:24:52,5.206,13194699674.362122,294731332.077551
2024-09-02 13:06:10,5.202,13167215913.234083,296201117.3845865
2024-09-02 14:25:39,5.116,12959597169.038385,283223104.41171736
2024-09-02 15:13:48,5.16,13078574067.856838,295642138.52206546
2024-09-02 16:06:13,5.156,13064858789.699871,307687372.4873344
2024-09-02 17:06:06,5.141,13021641276.42388,311728245.13861424
2024-09-02 18:24:51,5.16,13109657106.281614,308546033.5552603
2024-09-02 19:21:08,5.162,13087136692.79962,305300108.06725997
2024-09-02 20:01:14,5.168,13097257808.697542,313343894.77764773
2024-09-02 21:25:25,5.207,13187489441.843712,324846618.2976165
2024-09-02 22:18:47,5.197,13175603850.545048,324242789.76927793
2024-09-02 23:27:26,5.22,13239055930.392797,304816474.09203815
2024-09-03 00:01:57,5.218,13228145484.958809,301615860.0465762
2024-09-03 01:18:07,5.242,13312755875.356102,303326757.67733395
2024-09-03 02:13:43,5.256,13306632549.913517,306421871.63801473
2024-09-03 03:23:28,5.242,13287132869.55578,304982103.3043872
2024-09-03 04:16:17,5.245,13296055389.496902,277431992.9174167
2024-09-03 05:14:48,5.24,13267854113.557306,299690949.79096234
2024-09-03 06:09:36,5.237,13309423896.197258,294305090.9935327
2024-09-03 07:49:37,5.266,13348994947.403559,290191961.2488648
2024-09-03 08:15:31,5.247,13397328375.775698,290368087.10419065
2024-09-03 09:08:33,5.189,13136808004.654552,309663419.30840147
2024-09-03 10:26:00,5.189,13132619069.547009,298231981.55862486
2024-09-03 11:19:04,5.173,13097203747.635506,298720111.0426256
2024-09-03 12:16:50,5.182,13135362118.182133,303927413.84339887
2024-09-03 13:24:45,5.171,13107541821.844902,302114187.61708313
2024-09-03 14:09:15,5.007,12702155880.237694,352284980.51319283
2024-09-03 15:17:17,4.956,12536508023.792507,348376458.47896904
2024-09-03 16:27:51,4.917,12466057888.48939,378026411.90676826
2024-09-03 17:19:58,4.925,12486284559.538221,374335094.36971956
2024-09-03 18:20:54,4.923,12474085932.010296,374662891.968551
2024-09-03 19:27:23,4.985,12656361672.309053,389461759.2869623
2024-09-03 20:21:35,4.972,12604993599.052353,393206716.08373415
2024-09-03 21:24:24,4.971,12605878932.979937,374886527.5654911
2024-09-03 22:06:20,4.971,12593747824.479898,372964972.3959253
2024-09-03 23:18:53,4.936,12509618036.622377,381552715.19019204
2024-09-04 00:17:16,4.916,12458826676.416063,391182267.6321869
2024-09-04 01:12:45,4.748,11985637920.96411,95832921.56986094
2024-09-04 02:17:29,4.785,12130088740.778479,476880577.04600704
2024-09-04 03:06:56,4.793,12139622301.745432,477098429.5913543
2024-09-04 04:21:17,4.816,12210139705.953196,481602580.9114654
2024-09-04 05:20:37,4.808,12189071416.324734,481877626.1911567
2024-09-04 06:31:56,4.801,12167884667.103857,483072325.4339053
2024-09-04 07:20:09,4.759,12094998961.550938,509954632.3294304
2024-09-04 08:18:20,4.661,11844998227.544006,516109340.5755884
2024-09-04 09:26:04,4.665,11824976441.06111,540471235.0695997
2024-09-04 10:23:57,4.644,11807300260.684698,541942035.9642413
2024-09-04 11:00:50,4.6,11677385611.243038,567796741.9970556
2024-09-04 12:03:39,4.61,11694929768.60699,585928003.5493106
2024-09-04 13:07:45,4.65,11801060110.687649,585307159.8511541
2024-09-04 14:01:30,4.644,11781840569.149878,556167050.8972576
2024-09-04 15:04:35,4.696,11897390094.801144,542791421.1819947
2024-09-04 16:04:28,4.687,11880544539.10619,544156905.1695985
2024-09-04 17:00:55,4.681,11894005393.066874,548608830.9768778
2024-09-04 18:02:58,4.645,11776378834.866465,554254515.8015742
2024-09-04 19:22:32,4.607,11678971234.13101,552915841.3984419
2024-09-04 20:23:23,4.606,11705184023.399708,552282164.4306148
2024-09-04 21:24:09,4.618,11719834582.472282,541432921.3861831
2024-09-04 22:03:44,4.66,11805731429.735817,559628446.1900542
2024-09-04 23:05:14,4.649,11795245989.291153,563417569.584916
2024-09-05 00:20:33,4.623,11726945760.969357,551700901.4132491
2024-09-05 01:04:49,4.607,11693147458.633635,546045505.0059751
2024-09-05 02:08:42,4.639,11755999279.506367,463944545.37065357
2024-09-05 03:01:07,4.63,11735728957.415005,465953714.0195273
2024-09-05 04:16:39,4.576,11580040700.241299,470386611.99236214
2024-09-05 05:17:30,4.574,11600457531.283678,469489986.0503698
2024-09-05 06:10:31,4.579,11612317895.908781,442649590.609938
2024-09-05 07:06:45,4.571,11575499268.00193,458917950.71441305
2024-09-05 08:26:53,4.633,11739120360.896093,408886716.14400506
2024-09-05 09:26:58,4.623,11728221154.696484,408188735.8681659
2024-09-05 10:22:48,4.643,11780329159.510292,398400291.646649
2024-09-05 11:15:11,4.666,11828616328.46923,381351022.2143743
2024-09-05 12:11:50,4.684,11889410917.618858,383924284.5037579
